Name,Code,Type,Unit,Description,Manufacturer,Sales Tax,PurchaseTax,StripSize,Scheduled,Strength,Category,Molecule,Mrp,Selling Price,Avg Item Cost,Stock Value@ Cost,Offer
RESISTAND BAND RED,,,50 ML,,PIRAMAL HEALTHCARE LTD,,5,45,,,,,28.5,25.5,1,0,
RESOCHIN TAB,,,50 ML,,PIRAMAL HEALTHCARE LTD,,5,45,,,,,13.65,10.65,1,0,
SIZODON-PLUS TAB,,,50 ML,,BIOLOGICAL E. LIMITED,,5,69,,,,,45.57,42.57,1,0,Buy 5 get 1
WYSOLONE-10MG TAB,,,50 ML,,SHALAKS PHARMACEUTICALS PVT LTD,,5,68,,,,,27.5,24.5,1,0,Buy 5 get 1
ZINETAC 150MG TAB,,,50 ML,,SKN ORGANICS (P) LTD,,5,55,,,,,35,32,1,0,
BENZADAY 15MG TAB,,,50'S,,ANGLO FRENCH DRUGS & INDUSTRIES,,5,57,,,,,108.34,98,1,0,
VOBOSE M 0.2mg TAB,,,50'S,,ROCHE DIAGNOSTICS,,5,1,,,,,1100,1097,1,0,
NERVEND TAB,,,500 MG,,FERRING PHARMACEUTICALS,,5,,,,,,25,21,,,Buy 10 get 1
RENERVE CAPS,,,50ML,,PIRAMAL CONSUMER,,5,85,,,,,15,12,1,0,
VITAMIN A CHEWABLE TAB,,,50ML,,REXCIN PHARMACEUTICALS PVT LTD,,5,62,,,,,125,122,1,0,
BEECITAL ES 10MG TAB,,,5GM,,ALLERGAN INDIA LTD,,5,57,,,,,49,44,1,0,
EPTOIN-50MG 2ML INJ,,,5gm,,SUNWAYS INDIA PVT LTD,,14.5,68,,,,,53.66,50.66,1,0,
3 WAY STOP COCK,,,5ML,,ALLERGAN INDIA LTD,,5,57,,,,,68.62,60.5,1,0,
3 WAY STOPCOCK,,,5ML,,ALLERGAN INDIA LTD,,5,57,,,,,62.2,58,1,0,
3 WAY STOPCOCK EXT.10CM(ROMSON),,,5ML,,ALLERGAN INDIA LTD,,5,57,,,,,253,234,1,0,
APRESOL 25MG TAB,,,5ML,,ALCON LABORATORIES (INDIA) PVT LTD,,5,1,,,,,245,186.67,173.6,1736,
BD ULTRAFINE MINIPEN NEEDLE,,,5ML,,ALCON LABORATORIES (INDIA) PVT LTD,,5,1,,,,,59,55,1,0,Buy 10 get 1
ENTAVAR 600MG TAB,,,5ML,,SUN PHARMACEUTICALS INDUSTRIES LTD,,14.5,1,,,,,93,90,1,0,
ENUFF 100 CAP,,,5ML,,SUN PHARMACEUTICALS INDUSTRIES LTD,,14.5,1,,,,,78,75,1,0,
ROSEDAY 5MG TAB,,,5ML,,ALLERGAN INDIA LTD,,5,57,,,,,60.53,52.5,1,0,
SUMINAT 25mg TAB,,,5ML,,FDC LIMITED,,5,69,,,,,51.3,48.3,1,0,
ALTIPOD 50MG SYP 30ML,,,6'S,,BLUE CROSS LABORATORIES LTD,,14.5,1,,,,,34.9,26.86,19.98,699.43,Buy 10 get 1
D3 MUST 60K TAB,,,6'S,,GLENMARK PHARMACEUTICALS LTD,,5,45,,,,,66.9,63.9,1,0,
HEPA PRO 200 GM,,,6'S,,WOCKHARDT LIMITED,,5,37,,,,,78.1,75.1,1,0,Buy 5 get 1
MACPRIL-2.5MG TAB,,,6'S,,NICHOLAS PIRAMAL INDIA LTD,,5,56,,,,,63.5,48.38,40.06,400.59,
MAXGALIN ER 75MG TAB,,,6'S,,MANKIND PHARMA LTD,,5,1,,,,,66,50.29,42.87,171.49,
MUCAINE GEL SYP-200ML,,,6'S,,ATLANTA BIOTEC,,5,60,,,,,72,55.29,47.34,3455.69,
NAPRODOP 200MG/5ML INJ,,,6'S,,SUN PHARMACEUTICALS INDUSTRIES LTD,,5,1,,,,,74,56.38,52.43,314.58,
NAPROPIN INJ 1ML,,,6'S,,WOCKHARDT LIMITED,,5,37,,,,,68.7,56.41,48.44,726.56,
NEWBONA CAP,,,6'S,,FERRING PHARMACEUTICALS,,5,,,,,,25,21,,,Buy 3 get 1
NICOGUM 4MG TAB(SUGARFREE),,,6'S,,COMED CHEMICALS (P) LIMITED,,5,63,,,,,42.8,39.8,1,0,
NUTAM 200 INJ 15ML,,,6'S,,INDOCO REMEDIES LTD,,5,45,,,,,80.7,77.7,1,0,
OLIMELT-20MG TAB,,,6'S,,MACLEODS PHARMACEUTICALS PVT LTD,,5,86,,,,,70.8,67.8,1,0,
OPEC-20 TAB,,,6'S,,MANKIND PHARMA LTD,,14.5,48,,,,,84,81,1,0,
ORITAXIM 500MG INJ,,,6'S,,MANKIND PHARMA LTD,,5,1,,,,,36,33,1,0,Buy 5 get 1
OROTATE TAB,,,6'S,,MANKIND PHARMA LTD,,5,48,,,,,120,117,1,0,Buy 5 get 1
RAMIHEART 2.5TAB,,,6'S,,PFIZER LIMITED,,5,25,,,,,85,82,1,0,Buy 5 get 1
RANTAC-D TAB,,,6'S,,PHARMALINK (INDIA) PHARMACEUTICALS PVT LTD,,5,56,,,,,207,204,1,0,
SHELCAL-HD TAB,,,6'S,,BAYER PHARMA,,5,25,,,,,37.89,34.89,1,0,Buy 5 get 1
TEGRITAL-100MG TAB,,,6'S,,MANKIND PHARMA LTD,,5,1,,,,,28.5,25.5,1,0,
URSOCOL 300MG TAB,,,6'S,,PIRAMAL HEALTHCARE LTD,,5,45,,,,,6.25,3.25,1,0,
VOVERAN SR 75MG TAB,,,6'S,,RPG LIFE SCIENCES LTD,,5,56,,,,,11.93,8.93,1,0,
ZOLFRESH-10MG TAB.,,,6*1,,SOLVAY PHARMA INDIA PVT LTD,,5,1,,,,,115.5,112.5,1,0,
ZOLFRESH-5MG TAB,,,6*1,,SOLVAY PHARMA INDIA PVT LTD,,5,1,,,,,150,147,1,0,
ALPRAX 0.25MG TAB,,,60 ML,,AVENTIES PASTUER INDIA LTD,,14.5,25,,,,,20.89,16.08,13.46,242.26,Buy 5 get 1
CARZEC 3.125MG TAB,,,60 ML,,GLAXO ENTRO PLUS TEAM I,,5,1,,,,,38.85,35.85,1,0,
CEFOLAC SUSPENSION 50MG/ 30ML,,,60 ML,,GLAXO ENTRO PLUS TEAM I,,5,1,,,,,109.1,106.1,1,0,
CHUPP COUGH SYP 100ML,,,60 ML,,GLAXO SMITHKLIME PHARMACEUTICALS LTD,,5,1,,,,,42.4,39.4,1,0,
CHYMOCIP TAB,,,60 ML,,GLAXO SMITHKLIME PHARMACEUTICALS LTD,,5,1,,,,,25.8,22.8,1,0,
D-VENLOR 100 MG TAB,,,60 ML,,GLENMARK PHARMACEUTICALS LTD,,5,45,,,,,179.5,176.5,1,0,
DAZIT TAB,,,60 ML,,GLENMARK PHARMACEUTICALS LTD,,5,45,,,,,145,142,1,0,
DONECEPT-5MG TAB,,,60 ML,,GRATIA,,5,86,,,,,189,186,1,0,
GLYCIPHAGE 250MG TAB,,,60 ML,,UCB INDIA PVT LTD,,5,1,,,,,77.75,74.75,1,0,Buy 5 get 1
GLYCIPHAGE SR 500MG TAB,,,60 ML,,UCB INDIA PVT LTD,,5,1,,,,,35.9,32.9,1,0,
MEDINEURON TAB,,,60 ML,,PIRAMAL HEALTHCARE LTD,,5,45,,,,,64.9,50.47,46.43,928.6,
MINIPRESS XL 5MG TAB,,,60 ML,,CIPLA LTD,,5,45,,,,,69,53.13,49.41,296.46,
ORCIBEST 10MG TAB,,,60 ML,,MANKIND PHARMA LTD,,5,1,,,,,24,21,1,0,
PERINORM TAB,,,60 ML,,MANKIND PHARMA LTD,,5,1,,,,,27,24,1,0,
RACIPER 40MG TAB,,,60 ML,,GLAXO ENTRO PLUS TEAM I,,5,1,,,,,60.88,48.32,44.45,444.5,
RL-1000ML (FRESENIUS KABI),,,60 ML,,FDC LIMITED,,5,57,,,,,125.75,122.75,1,0,Buy 5 get 1
SUPRAVA 1GM INJ,,,60 ML,,FDC LIMITED,,5,57,,,,,39.5,36.5,1,0,
ULTRACET TAB,,,60 ML,,PIRAMAL HEALTHCARE LTD,,5,45,,,,,173,170,1,0,
ZAPIZ 2mg TAB,,,60 ML,,SHREYA LIFE SCIENCES PVT LTD,,14.5,10,,,,,34.03,31.03,1,0,
ZAPIZ-0.25 MG TAB,,,60 ML,,SHREYA LIFE SCIENCES PVT LTD,,14.5,10,,,,,41.73,38.73,1,0,
ZAXPAM 10MG TAB,,,60 ML,,SHREYA LIFE SCIENCES PVT LTD,,14.5,10,,,,,33,30,1,0,
ZYLORIC 100MG TAB,,,60 ML,,SOLVAY PHARMA INDIA PVT LTD,,5,1,,,,,46,43,1,0,
ANTIFLU 75MG CAP,,,60's,,Dr.REDDY's LABORATORIES LTD,,5,54,,,,,217.5,165.71,154.11,1386.99,Buy 10 get 1
ASTHALIN INHALER,,,60'S,,HIMALAYA,,5,78,,,,,90,87,1,0,Buy 5 get 1
COFTIME SYP 100ML,,,60'S,,GLAXO TEAM 4,,5,53,,,,,84.48,81.48,1,0,
HH FUDIC CREAM-10GM,,,60'S,,ZANDRA,,14.5,71,,,,,90,87,1,0,Buy 5 get 1
HI-CONCENTRATION OXYGEN MASK,,,60'S,,ZENITH,,14.5,53,,,,,75,72,1,0,Buy 5 get 1
NORMASOL NASAL DROP(SALINE DROP),,,60'S,,HIMALAYA,,5,78,,,,,90,87,1,0,
NORTEN-20MG TAB,,,60'S,,HIMALAYA,,5,78,,,,,90,87,1,0,
NOVAMOX CV 1.2G INJ,,,60'S,,HIMALAYA,,5,78,,,,,90,87,1,0,
TAZOMAC PS INJ 1.125GM,,,60'S,,HIMALAYA,,5,78,,,,,90,87,1,0,
CIFRAN-CT TAB,,,602 ML,,GLAXO SMITHKLIME PHARMACEUTICALS LTD,,5,,,,,,8.36,5.36,1,0,
TELMIN 20MG TAB,,,60GM,,MERCK LIMITED,,5,25,,,,,108.5,105.5,1,0,
EBUXO 40 TAB,,,60ML,,RANBAXY LABORATORIES LTD,,5,1,,,,,46.8,43.8,1,0,Buy 5 get 1
ECONORM SACHET,,,60ML,,RANBAXY LABORATORIES LTD,,5,1,,,,,35.91,32.91,1,0,Buy 5 get 1
ECOSPRIN AV 150 mg TAB,,,60ML,,RANBAXY LABORATORIES LTD,,5,1,,,,,75.3,72.3,1,0,Buy 5 get 1
ECOSPRIN GOLD 10mg TAB,,,60ML,,RANBAXY LABORATORIES LTD,,5,1,,,,,84.9,81.9,1,0,Buy 5 get 1
ESPAZINE PLUS TAB,,,60ML,,TABLETS (INDIA) LIMITED,,14.5,54,,,,,53.65,50.65,1,0,
REKOOL 20 MG,,,60ML,,PIRAMAL CONSUMER,,5,85,,,,,70,67,1,0,
RYLES Bottles 16 (ROMSON),,,60ML,,ASTTRAZENECA PHARMA INDIA LTD,,14.5,25,,,,,35.3,30.5,1,0,Buy 5 get 1
TALENDOL INJ 1ML,,,60ML,,FOURRTS (INDIA) LABORATORIES PVT LTD,,14.5,,,,,,27.7,24.7,1,0,
ULTRAM INJ 2ML,,,60ML,,PIRAMAL HEALTHCARE LTD,,5,45,,,,,27.17,24.17,1,0,
ZEMPRED 4MG TAB,,,60ML,,SKN ORGANICS (P) LTD,,5,55,,,,,15.5,12.5,1,0,
ZOLE-F OINT 15GM,,,60ML,,SKN ORGANICS (P) LTD,,5,55,,,,,40,37,1,0,
IBUGESIC SUSPENSION 100 ML,,,61'S,,ABBOTT INDIA LTD,,5,26,,,,,218,215,2,1,
INFUPAR INFUSION 100ML,,,6ML,,ALCON LABORATORIES (INDIA) PVT LTD,,5,2,,,,,60,57,2,1,Buy 5 get 1
BUDATE 100 TRANSHALER,,,7.5 GM,,BAYER PHARMA,,5,1,,,,,52.99,49.99,1,0,Buy 5 get 1
ISONORM SR 30MG,,,7'S,,ALKEM LABORATORIES LTD,,5,87,,,,,127,124,2,1,Buy 5 get 1
NEOSPORIN POWDER 10GM,,,7'S,,BRISTOL-MYERS SQUIBB,,14.5,25,,,,,30,26,,,Buy 10 get 1
PEGLEC SOLUTION 137.15G,,,7'S,,MANKIND PHARMA LTD,,5,37,,,,,14.63,11.63,1,0,
PENTANERV-NT TAB,,,7'S,,MANKIND PHARMA LTD,,5,37,,,,,22.75,19.75,1,0,
PERLICE CREME RINSE 1%,,,7'S,,MANKIND PHARMA LTD,,5,48,,,,,84,81,1,0,
RYLES Bottles 8 (ROMSON),,,7'S,,ASTTRAZENECA PHARMA INDIA LTD,,14.5,25,,,,,116.9,110.5,1,0,
ULTRACET SEMI TAB,,,7'S,,PIRAMAL HEALTHCARE LTD,,5,90,,,,,54.9,51.9,1,0,
VIBACT DS CAP,,,7'S,,PIRAMAL HEALTHCARE LTD,,5,45,,,,,87.5,84.5,1,0,Buy 5 get 1
ASTHALIN RESPIRATOR SOLUTION 15ML,,,70GM,,HIMALAYA,,5,78,,,,,28,25,1,0,Buy 5 get 1
ATAST D3 TAB,,,72'S,,HIMALAYA,,5,78,,,,,150,147,1,0,Buy 5 get 1
HEMSYL 2ML INJ,,,75 GM,,WARREN,,5,69,,,,,60.5,57.5,1,0,
PREGATOR CAPS,,,75 GM,,MARK (INDIA) COSMED PVT LTD,,5,48,,,,,55,42.25,36.27,1051.83,Buy 10 get 1
SUCTION CATHETER  6 (ROM),,,75 GM,,FDC LIMITED,,5,69,,,,,44.5,41.5,1,0,
SYNDOPA 110 MG TAB,,,75 GM,,FDC LIMITED,,5,57,,,,,58.4,55.4,1,0,Buy 5 get 1
WOSULIN-R INJ,,,75 GM,,SHALAKS PHARMACEUTICALS PVT LTD,,5,68,,,,,70,67,1,0,Buy 5 get 1
XSTAN 20MG TAB,,,75 GM,,SHALAKS PHARMACEUTICALS PVT LTD,,5,68,,,,,40,37,1,0,Buy 5 get 1
XSTAN-40 MG TAB,,,75 GM,,SHALAKS PHARMACEUTICALS PVT LTD,,5,68,,,,,52.8,49.8,1,0,Buy 5 get 1
NS 500ML(BAXTER),,,75 GMS,,INDI PHARMA PVT LTD,,5,68,,,,,127,124,1,0,
POLYBION INJECTION,,,75 GMS,,MED MANOR ORGANICS PVT LTD,,5,68,,,,,38.5,35.5,1,0,
PREGASTAR PLUS CAP,,,75GM,,MARK (INDIA) COSMED PVT LTD,,5,48,,,,,55,42.25,36.27,471.51,Buy 10 get 1
SKIZORIL TAB 50MG,,,75GM,,BIOMEDICA LIFE SCIENCES,,5,48,,,,,65,62,1,0,Buy 5 get 1
LAMICTAL DT 100MG TAB,,,8'S,,Dr.REDDY's LABORATORIES LTD,,5,1,,,,,45.93,37.71,31.56,220.94,
RENERVE PLUS CAPS,,,8'S,,PIRAMAL CONSUMER,,5,85,,,,,65,62,1,0,
RHINOFF SYP 60ML,,,8'S,,RECKITT & BENCKISER (INDIA) LTD,,5,62,,,,,16,13,1,0,Buy 5 get 1
CARNISURE-500MG TAB,,,8*1ML,,GLAXO ENTRO PLUS TEAM I,,5,1,,,,,32.88,29.88,1,0,
CEPODEM 200MG TAB,,,8*2ML,,GLAXO ENTRO PLUS TEAM I,,5,1,,,,,36.64,33.64,1,0,
NOVOHEAL TAB,,,80 ML,,ICPA HEALTH PRODUCTS LTD,,5,56,,,,,27.6,24.6,1,0,
BEECITAL PLUS TAB,,,9 GM,,AMRUTHANJAN LIMITED,,5,54,,,,,19,17,1,0,
BENALGIS-100MG TAB,,,9 GM,,AMRUTHANJAN LIMITED,,5,54,,,,,19,17,1,0,
P-PPI-40MG TAB,,,9'S,,MANKIND PHARMA LTD,,5,37,,,,,225,222,1,0,
QUTAN-50MG TAB,,,90 GM,,SUN PHARMACEUTICALS INDUSTRIES LTD,,5,1,,,,,160,157,1,0,
HYOCIMAX INJ 1ML,,,901 GM,,ABBOTT INDIA LTD,,5,26,,,,,1089,1086,2,1,
ASTHALIN SYP-100ML,,,902 GM,,HIMALAYA,,5,78,,,,,55,52,1,0,Buy 5 get 1
BACTIGRAS,,,903 GM,,CIPLA LTD,,5,45,,,,,249,246,1,0,
BENITEC H 40MG,,,904 GM,,AMRUTHANJAN LIMITED,,5,54,,,,,25,20,1,0,
BETNOVATE CREAM 20GM,,,905 GM,,ARISTO PHARMACEUTICALS LTD,,5,56,,,,,16.5,11.5,1,0,Buy 5 get 1
BETT ING 0.5ML (TETANUS VACCINE),,,906 GM,,ARISTO PHARMACEUTICALS LTD,,5,56,,,,,42.15,37.5,1,0,Buy 5 get 1
BIGOMET 500MG TAB,,,907 GM,,ARISTO PHARMACEUTICALS LTD,,5,25,,,,,54.11,49.8,1,0,Buy 5 get 1
BIS-BETA 2.5MG,,,908 GM,,ASTTRAZENECA PHARMA INDIA LTD,,14.5,25,,,,,269.1,260.5,1,0,Buy 5 get 1
BIS-BETA TAB 5MG,,,909 GM,,ASTTRAZENECA PHARMA INDIA LTD,,14.5,25,,,,,270.1,260.3,1,0,Buy 5 get 1
BRUFEN-400MG TAB,,,910 GM,,ASTTRAZENECA PHARMA INDIA LTD,,14.5,25,,,,,31.3,29.5,1,0,
CAMPICILLIN 500MG ING,,,911 GM,,GERMAN REMEDIES,,5,56,,,,,90.3,87.3,1,0,Buy 5 get 1
CARVISTAR 12.5MG TAB,,,912 GM,,GLAXO ENTRO PLUS TEAM I,,5,1,,,,,8.62,5.62,1,0,
CARVISTAR 3.125MG TAB,,,913 GM,,GLAXO ENTRO PLUS TEAM I,,5,1,,,,,10.93,7.93,1,0,
CINZEP 0.25MD TAB,,,914 GM,,GLAXO SMITHKLIME PHARMACEUTICALS LTD,,5,56,,,,,36,33,1,0,Buy 5 get 1
CINZEP 1MG TAB,,,915 GM,,GLAXO SMITHKLIME PHARMACEUTICALS LTD,,5,64,,,,,50.2,47.2,1,0,Buy 5 get 1
COFFY 100ML SYP,,,916 GM,,GLAXO TEAM 4,,5,1,,,,,71.5,68.5,1,0,
COGNIX TAB,,,917 GM,,GLAXO TEAM 6,,5,1,,,,,230.5,227.5,1,0,
CORIMINIC QR DROP 15ML,,,918 GM,,GLAXO TEAM II DERMA,,5,69,,,,,16.94,13.94,1,0,Buy 5 get 1
CORT-S INJ,,,919 GM,,GLAXO TEAM II DERMA,,5,1,,,,,101,98,1,0,Buy 5 get 1
CREMA GEL,,,920 GM,,GLAXO TEAM II DERMA,,5,1,,,,,23.6,20.6,1,0,Buy 5 get 1
CYCLOPAM 2ML INJ,,,921 GM,,GLENMARK PHARMACEUTICALS LTD,,5,45,,,,,40.3,37.3,1,0,
DICORATE ER -1000MG TAB,,,922 GM,,GLENMARK PHARMACEUTICALS LTD,,5,45,,,,,97,94,1,0,
ELIQUIS 2.5MG TAB,,,923 GM,,SUN PHARMACEUTICALS INDUSTRIES LTD,,14.5,1,,,,,129,126,1,0,
EMESET 2ML INJ,,,924 GM,,SUN PHARMACEUTICALS INDUSTRIES LTD,,14.5,1,,,,,61,58,1,0,
EMESET SYP,,,925 GM,,SUN PHARMACEUTICALS INDUSTRIES LTD,,14.5,1,,,,,102,99,1,0,
EMESET TAB,,,926 GM,,SUN PHARMACEUTICALS INDUSTRIES LTD,,14.5,1,,,,,13.66,10.66,1,0,
ENCLEX-40MG/0.4ML,,,927 GM,,SUN PHARMACEUTICALS INDUSTRIES LTD,,14.5,1,,,,,68,65,1,0,
ENCLEX-60MG INJ,,,928 GM,,SUN PHARMACEUTICALS INDUSTRIES LTD,,14.5,1,,,,,73,70,1,0,
ENTAVAR IV 300ML,,,929 GM,,SUN PHARMACEUTICALS INDUSTRIES LTD,,14.5,1,,,,,93,90,1,0,
GABANTIN 100MG CAP,,,930 GM,,TORRENT PHARMACEUTICALS LTD,,5,25,,,,,47.1,44.1,1,0,
GLIMERIN-M1 TAB(1+500),,,931 GM,,TTK HEALCARE LIMITED,,5,66,,,,,45,42,1,0,Buy 5 get 1
GLIMERIN-M2 TAB.,,,932 GM,,TTK HEALCARE LIMITED,,5,66,,,,,35,32,1,0,Buy 5 get 1
GLIMIPREX MF1mg/500MG TAB,,,933 GM,,TTK HEALCARE LIMITED,,5,66,,,,,12,9,1,0,Buy 5 get 1
GLUCONORM G3 FORTE TAB,,,934 GM,,UCB INDIA PVT LTD,,5,1,,,,,85,82,1,0,Buy 5 get 1
HIBESOR-50MG TAB,,,935 GM,,ABBOTT INDIA LTD,,5,26,,,,,941,938,2,1,Buy 5 get 1
HYOCIMAX TAB,,,936 GM,,ABBOTT INDIA LTD,,5,103,,,,,276,273,2,1,
ICHTHAMMOL GLYCERIN B.P.C. 15G,,,937 GM,,ABBOTT INDIA LTD,,5,26,,,,,184.5,181.5,2,1,
ICIKINASE INJ,,,75 GM,,ABBOTT INDIA LTD,,5,26,,,,,140,137,2,1,
ISOLIN INJ 2MG/1ML,,,76 GM,,ALKEM LABORATORIES LTD,,5,46,,,,,79.8,76.8,2,1,Buy 5 get 1
ISONORM-20MG TAB.,,,77 GM,,ALKEM LABORATORIES LTD,,5,2,,,,,34.77,31.77,2,1,Buy 5 get 1
NEORELAX MR TAB,,,78 GM,,BLUE CROSS LABORATORIES LTD,,14.5,,,,,,30,26,,,Buy 3 get 1
NEORELAX-A 4MG CAP,,,79 GM,,BLUE CROSS LABORATORIES LTD,,14.5,,,,,,30,26,,,Buy 3 get 1
NERBIOVIT TAB,,,80 GM,,FERRING PHARMACEUTICALS,,5,,,,,,25,21,,,Buy 10 get 1
NETICOL INJ 2 ML,,,81 GM,,FERRING PHARMACEUTICALS,,5,,,,,,25,21,,,Buy 3 get 1
NEUROBION FORTE TAB,,,82 GM,,FERRING PHARMACEUTICALS,,5,,,,,,25,21,,,Buy 3 get 1
NEUROSPECIAL CAP,,,83 GM,,FERRING PHARMACEUTICALS,,5,,,,,,25,21,,,Buy 3 get 1
NEWBONA PLUS CAP,,,84 GM,,FERRING PHARMACEUTICALS,,5,,,,,,25,21,,,Buy 10 get 1
NEXFOLIN TAB,,,85 GM,,FERRING PHARMACEUTICALS,,5,,,,,,25,21,,,Buy 10 get 1
NEXITO 10MG TAB,,,86 GM,,FERRING PHARMACEUTICALS,,5,,,,,,25,21,,,Buy 10 get 1
NICARDIA 5MG CAPSULES,,,87 GM,,CIPLA LTD,,5,45,,,,,165,162,1,0,
NIPCAN-200MG CAPS,,,88 GM,,DELVIN FORMULATIONS,,14.5,48,,,,,10.5,7.5,1,0,Buy 5 get 1
OKACET TAB,,,89 GM,,LUPIN LABORATORIES LTD,,5,37,,,,,87.66,84.66,1,0,
PANTIME 40 INJ,,,90 GM,,MANKIND PHARMA LTD,,5,1,,,,,15,12,1,0,
PARACIP-500MG TAB,,,91 GM,,MANKIND PHARMA LTD,,5,48,,,,,30,27,1,0,
RL-500ML (FRESENIUS KABI),,,92 GM,,ABBOTT INDIA LTD,,14.5,102,,,,,275,255.5,1,0,Buy 5 get 1
ROKTUS SYP 100ML,,,93 GM,,ALKEM LABORATORIES LTD,,5,45,,,,,78.8,73.5,1,0,Buy 5 get 1
RONEMOX-GY 250MG TAB,,,94 GM,,ALLERGAN INDIA LTD,,14.5,57,,,,,44.68,40.5,1,0,
ROSFER-XT TAB,,,95 GM,,ALLERGAN INDIA LTD,,5,57,,,,,1512.5,1490.5,1,0,
ROSUTEC 5MG TAB,,,96 GM,,ALLERGAN INDIA LTD,,5,57,,,,,412.5,435,1,0,
ROVERT-8MG TAB,,,97 GM,,ARISTO PHARMACEUTICALS LTD,,5,25,,,,,95,90.5,1,0,Buy 5 get 1
RYLES Bottles 14 (ROMSON),,,98 GM,,ASTTRAZENECA PHARMA INDIA LTD,,14.5,25,,,,,75.7,70.5,1,0,Buy 5 get 1
S CITADEP 20MG TAB,,,99 GM,,AVENTIES PASTUER INDIA LTD,,14.5,56,,,,,33.25,31.5,1,0,
SALBAIR RESPI.SOLUTION 15ML,,,100 GM,,AVENTIES PASTUER INDIA LTD,,14.5,25,,,,,550,540.5,1,0,Buy 5 get 1
SENORM L.A INJ 50MG/1ML,,,101 GM,,AVENTIES PASTUER INDIA LTD,,14.5,25,,,,,7.64,4.64,1,0,Buy 5 get 1
SILODAL 8MG TAB,,,102 GM,,BIOCHEM PHARMACEUTICAL INDUSTRIAL LTD,,5,57,,,,,18.99,15.99,1,0,
STEMETIL 1ML INJ,,,103 GM,,FDC LIMITED,,5,69,,,,,50,47,1,0,Buy 5 get 1
STERILE WATER 5ML (NIRLIFE),,,104 GM,,FDC LIMITED,,5,69,,,,,16,13,1,0,Buy 5 get 1
STOPLOS ONE 100ML INFUSION,,,105 GM,,FDC LIMITED,,5,57,,,,,20,17,1,0,Buy 5 get 1
TRIGLYNASE 1 TAB,,,106 GM,,MICRO LABS LTD (INDIA),,5,56,,,,,114,111,1,0,
UROBAG(ROMO),,,107 GM,,PIRAMAL HEALTHCARE LTD,,5,56,,,,,99.66,96.66,1,0,
WAKFREE TAB,,,108 GM,,SANOFI PASTEUR SA,,5,62,,,,,369,366,1,0,
